freq_1	freq_2	freq_3	freq_4	freq_5	freq_6	freq_7	freq_8	freq_9	freq_10	freq_11	freq_12	freq_13	freq_14	freq_15	freq_16	freq_17	freq_18	freq_19
important	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
improve	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
improvements	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
in	11	11	11	11	4	0	11	9	10	11	4	6	9	9	6	5	31	14	2
inc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
incident	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
include	0	0	0	0	0	0	0	2	0	3	1	0	1	0	1	1	0	0	0
included	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
including	2	2	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0
inconsistencies	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
incurred	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
inde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
indeed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
indent	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
indentation	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
indented	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
index	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0
indexing	3	3	3	3	0	0	3	0	1	4	0	0	0	0	0	0	0	1	0
indian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
indicate	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
indicates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
indices	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
indirect	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
individual	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
industrial	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
infact	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
inferior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
inflexional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
info	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
informatio	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
information	17	17	17	17	8	0	17	0	20	27	0	4	0	4	0	0	3	0	0
informationcontainedwouldgrowpastacritical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
infrastructure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ingafuturisticdevicehecalledmemex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
initial	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
input	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	3	0
inputkey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
inside	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
insights	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
inspired	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
installed	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
institute	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
instruction	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
instructor	3	3	3	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0
int	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
intake	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
integration	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
intellectual	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
intelligence	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
intelligent	2	2	2	2	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0
intended	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
inter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
interaction	1	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
interested	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
interesting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
interface	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0
interfaces	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
interfacing	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
interme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
intermediate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
intermediatekey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
internally	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
internet	1	1	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0
interpreting	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
intersect	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
intersection	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
intervening	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
intheoriginalfar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
into	0	0	0	0	0	0	0	4	0	4	0	0	1	0	0	0	0	0	0
intro	2	2	2	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
introduces	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
introduction	5	5	5	5	0	0	5	0	4	3	0	1	0	0	0	0	0	1	1
intuitive	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
inverted	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0
invocation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
involved	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
involving	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
inwhichgeneralityandportabil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
iostream	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ir	6	6	6	6	1	0	6	0	7	28	0	0	0	1	0	1	3	0	1
irrelevant	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
is	14	14	14	14	2	0	14	11	12	6	0	4	0	12	0	0	38	9	0
isawebpagerankingtechniquethathasbeen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
isbn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
isc	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
issue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
issued	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
issues	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
it	1	1	1	1	0	0	1	9	10	3	0	1	0	1	1	0	18	2	1
italy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
items	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
iteration	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
iterator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
its	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	5	0	0
ityaremoreimportantthanfancygraphicstech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jaffairs	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
january	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
java	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
javascript	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jedparsons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jeff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
jeffrey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
jo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jobs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
john	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jonsson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jor	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
journal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
journals	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
js	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
juan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
judge	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
judgment	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
judicial	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
julia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
july	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
june	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
just	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
k	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0
karen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
kaufmann	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
keep	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
keith	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
key	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
keyword	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0
keywords	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1
killer	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
kinds	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
kleene	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
knock	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
know	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
knowing	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
knowledge	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
l	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
lab	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
labeled	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
laboratory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
lack	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
lan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
landauer	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lang	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
language	2	2	2	2	1	0	2	0	0	8	0	3	1	4	0	0	2	0	0
languages	1	1	1	1	0	0	1	0	1	0	0	1	0	6	0	0	1	0	0
large	0	0	0	0	0	0	0	2	2	2	1	1	1	0	1	1	0	13	0
larger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
lasang	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
last	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
late	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lateness	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
later	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
latter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
law	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
layout	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
le	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
leaders	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
leading	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
leads	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
learn	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
learning	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0
least	1	1	1	1	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0
leave	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
leaves	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
lecture	4	4	4	4	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
lectures	3	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
led	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
lee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
leeanticipated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
leeattemptstopersuadecern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
legos	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
leif	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
length	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
lengths	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
les	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
less	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
letter	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0
letters	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
level	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
levenstein	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
lexicographically	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
lexis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
liable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
libraries	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
library	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	0
libraryexpresses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
license	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
licensing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
lifetime	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
like	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
likeautomaticcrawlingandindexingoftheweb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
likelihood	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
limit	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
line	0	0	0	0	0	0	0	4	0	0	0	1	2	1	0	0	0	0	0
lines	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
link	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0
linked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
links	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lisp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
list	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0
listed	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
lists	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
literals	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
literature	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ljtamang	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ll	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
load	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
local	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
locate	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
location	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
log	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
logi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
logic	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
logical	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
logs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
london	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
long	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
longest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
look	1	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
looked	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
loops	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
loose	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lopez	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
lose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
lots	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
lower	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
lowercase	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
lubell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
lycos	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
lying	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
lyman	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
m	1	1	1	1	0	0	1	0	3	0	0	1	0	1	0	0	13	0	0
ma	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
machine	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
machines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
macin	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
made	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
magazines	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
magnetic	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
mail	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
main	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0	1	0	0
mainline	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
maintained	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
maintainer	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
maintenance	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
major	3	3	3	3	1	0	3	1	0	0	1	0	0	0	0	0	1	1	0
make	1	1	1	1	0	0	1	2	2	0	0	0	0	1	0	0	1	1	0
makewebinformationretrievalquitedierentfromtradi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
making	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
makkar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mammal	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
management	1	1	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
managementtoadoptthenewglobalhypertextsystemwe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
manager	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
manages	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
manipulate	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
manipulation	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
manning	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
mans	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
manual	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
manually	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
many	0	0	0	0	0	0	0	1	1	2	0	2	1	1	1	0	2	2	0
manysignalsthatgoogleusestodeterminewhichpagesare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
map	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
mapand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mapreduce	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0
maps	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
marked	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
martin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
massimo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
massimofranceschet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
match	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
matches	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
matching	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0
material	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
materials	3	3	3	3	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
mationsystem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
matlab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
matrix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
matt	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
matter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
matías	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
max	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
maximal	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
maximum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
may	2	2	2	2	0	0	2	3	3	3	0	0	0	2	0	0	10	0	0
mb	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
mckenzie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mckinsey	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
md	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
me	1	1	1	1	0	0	1	1	2	0	0	1	0	0	0	0	5	0	0
mean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
meaning	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
meaningful	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
means	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
measurable	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
measure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
measurements	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
media	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
medical	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
medium	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
medline	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
megabytes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
member	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
memexandthereamplied	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
memory	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
memos	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
memphis	6	6	6	6	2	0	6	0	4	2	1	0	1	2	1	1	0	0	0
ment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
mental	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mentedina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
merges	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mesh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
messy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
meters	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
methodandlinkittosomerenownedprevioustechniques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
methods	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0
metric	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
midterm	2	2	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
might	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
